RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_ID,From_Location,From_x,From_y,To_Name,To_Address
Route 202 - 202 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:24:30,1990-01-01 02:00:00,1990-01-01 05:24:30,179.46333775,288.81882347,205.03080736,,,,,202,1,1316,Bell,151.4491,-26.93176,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 150 - 150 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 13:49:35,1990-01-01 02:00:00,1990-01-01 03:49:35,95.36589892,153.47684418,109.71707541,,,,,150,1,1264,Goomeri,152.0647,-26.18048,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 94 - 94 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:25:47,1990-01-01 02:00:00,1990-01-01 06:25:47,239.92506908,386.12274262,265.82665801,,,,,94,1,1427,Rathdowney,152.8635,-28.20976,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 95 - 95 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 17:04:47,1990-01-01 02:00:00,1990-01-01 07:04:47.000001,272.20738885,438.07620415,303.81873674,,,,,95,1,1428,Warwick,152.0311,-28.21745,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 387 - 387 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 03:46:11.000001,1990-01-01 02:00:00,1990-01-01 17:46:11,902.78107363,1452.88820993,947.04499879,,,,,387,1,1057,Herberton,145.3852,-17.38376,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 101 - 101 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 19:48:22,1990-01-01 02:00:00,1990-01-01 09:48:22,441.49380438,710.51682615,469.76940474,,,,,101,1,1434,Johnstone,148.5382,-28.6787,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 396 - 396 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 02:38:21,1990-01-01 02:00:00,1990-01-01 16:38:21,846.53919644,1362.37550131,880.18371682,,,,,396,1,1066,Wangan,146.0083,-17.57463,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 288 - 288 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 23:15:39,1990-01-01 02:00:00,1990-01-01 13:15:39,663.27467065,1067.43924643,676.98427917,,,,,288,1,1180,Longreach,144.2475,-23.44447,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 257 - 257 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 19:54:58,1990-01-01 02:00:00,1990-01-01 09:54:58,453.27262235,729.47303408,475.53747298,,,,,257,1,1149,Walkerston,149.0554,-21.16249,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 158 - 158 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:04:00,1990-01-01 02:00:00,1990-01-01 04:04:00,108.33747432,174.35261298,124.08331903,,,,,158,1,1272,Cherbourg,151.9565,-26.28971,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 103 - 103 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 18:21:59.000001,1990-01-01 02:00:00,1990-01-01 08:21:59,345.56963739,556.14153479,382.42461719,,,,,103,1,1436,Texas,151.1692,-28.85306,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 178 - 178 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:08:12,1990-01-01 02:00:00,1990-01-01 04:08:12,106.4668189,171.34207888,128.41279248,,,,,178,1,1292,Kenilworth,152.727,-26.59522,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 124 - 124 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 12:06:32,1990-01-01 02:00:00,1990-01-01 02:06:32,5.26036915,8.46576046,6.52908878,,,,,124,1,1238,Sunshine Acres,152.7889,-25.35801,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 113 - 113 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 12:24:08.000001,1990-01-01 02:00:00,1990-01-01 02:24:08,19.80919729,31.87987656,24.1584803,,,,,113,1,1227,Burrum Heads,152.609,-25.18701,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 104 - 104 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 18:10:58,1990-01-01 02:00:00,1990-01-01 08:10:58,330.28001333,531.53522085,371.4062686,,,,,104,1,1437,Wallangarra,151.9262,-28.92345,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 217 - 217 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:50:36,1990-01-01 02:00:00,1990-01-01 04:50:36,153.87745249,247.64225018,170.76665906,,,,,217,1,1331,Beachmere,153.0514,-27.12968,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 174 - 174 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:32:15,1990-01-01 02:00:00,1990-01-01 04:32:15,135.36365025,217.84711403,152.29550828,,,,,174,1,1288,Kingaroy,151.8443,-26.53645,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 105 - 105 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 09:49:18,1990-01-01 02:00:00,1990-01-01 23:49:18,1233.38543652,1984.94542184,1310.44686036,,,,,105,1,1438,Birdsville,139.3551,-25.8978,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 349 - 349 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 14:22:23,1990-01-01 02:00:00,1990-01-02 04:22:23,1450.05305272,2333.63884735,1586.34446317,,,,,349,1,1019,Mapoon,141.8976,-12.02178,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 287 - 287 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:13:48,1990-01-01 02:00:00,1990-01-01 06:13:48,240.13724132,386.46420142,254.1607262,,,,,287,1,1179,Gracemere,150.4558,-23.43865,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 218 - 218 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 18:28:33,1990-01-01 02:00:00,1990-01-01 08:28:33,349.32992758,562.19314736,388.80497814,,,,,218,1,1332,Surat,149.0666,-27.15384,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 164 - 164 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:01:43,1990-01-01 02:00:00,1990-01-01 04:01:43,103.00440627,165.76985474,121.83046928,,,,,164,1,1278,Forest Acres,152.9413,-26.36638,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 141 - 141 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 12:58:45,1990-01-01 02:00:00,1990-01-01 02:58:45,47.84496203,76.99915657,58.81162779,,,,,141,1,1255,Bauple Forest,152.636,-25.85212,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 106 - 106 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 02:32:23,1990-01-01 02:00:00,1990-01-01 16:32:23,844.97258379,1359.85427759,876.91286696,,,,,106,1,1439,Durham,141.811455,-27.397056,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 411 - 411 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 02:24:40,1990-01-01 02:00:00,1990-01-01 16:24:40,832.19056019,1339.28356347,866.41537657,,,,,411,1,1081,South Mission Beach,146.0909,-17.94652,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 372 - 372 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 04:14:05,1990-01-01 02:00:00,1990-01-01 18:14:05,927.31044403,1492.36448397,975.19202028,,,,,372,1,1042,Mareeba,145.4221,-16.9965,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 301 - 301 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:14:00,1990-01-01 02:00:00,1990-01-01 05:14:00,178.05891754,286.55862371,194.3282817,,,,,301,1,1193,Gladstone,151.2578,-23.84753,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 280 - 280 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:54:42,1990-01-01 02:00:00,1990-01-01 06:54:42.000001,272.34232382,438.29336137,295.11453328,,,,,280,1,1172,Mulambin,150.7857,-23.19155,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 244 - 244 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-02 03:41:55,1990-01-01 02:00:00,1990-01-01 17:41:55,919.12187996,1479.18624116,944.80984451,,,,,244,1,1136,Richmond,143.1423,-20.73186,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
