"SA1_CODE11","seifa_decile","seifa_percentile","ra","ra_name"
30303106508,4,36,0,"Major Cities of Australia"
30303106509,2,17,0,"Major Cities of Australia"
30303106510,3,26,0,"Major Cities of Australia"
30303106511,NA,NA,0,"Major Cities of Australia"
30303106512,4,34,0,"Major Cities of Australia"
30303106513,8,71,0,"Major Cities of Australia"
30303106514,5,43,0,"Major Cities of Australia"
30303106515,5,50,0,"Major Cities of Australia"
30303106516,6,54,0,"Major Cities of Australia"
30303106517,3,26,0,"Major Cities of Australia"
30303106518,5,49,0,"Major Cities of Australia"
30303106519,7,62,0,"Major Cities of Australia"
30303106520,5,50,0,"Major Cities of Australia"
30303106601,10,99,0,"Major Cities of Australia"
30303106602,10,96,0,"Major Cities of Australia"
30303106603,8,78,0,"Major Cities of Australia"
30303106604,9,90,0,"Major Cities of Australia"
30303106605,7,64,0,"Major Cities of Australia"
30303106606,7,69,0,"Major Cities of Australia"
30303106607,8,80,0,"Major Cities of Australia"
30303106608,6,56,0,"Major Cities of Australia"
30303106609,3,29,0,"Major Cities of Australia"
30303106610,7,65,0,"Major Cities of Australia"
30303106611,7,70,0,"Major Cities of Australia"
30303106612,9,87,0,"Major Cities of Australia"
30303106613,4,33,0,"Major Cities of Australia"
30303106614,6,60,0,"Major Cities of Australia"
30303106615,10,97,0,"Major Cities of Australia"
30303106616,8,72,0,"Major Cities of Australia"
30303106617,8,71,0,"Major Cities of Australia"
30303106618,9,85,0,"Major Cities of Australia"
30303106619,10,93,0,"Major Cities of Australia"
30303106620,9,87,0,"Major Cities of Australia"
30303106621,7,70,0,"Major Cities of Australia"
30303106622,8,80,0,"Major Cities of Australia"
30303106623,8,80,0,"Major Cities of Australia"
30303106624,5,45,0,"Major Cities of Australia"
30303106625,10,96,0,"Major Cities of Australia"
30304106701,5,48,0,"Major Cities of Australia"
30304106702,5,47,0,"Major Cities of Australia"
30304106703,4,39,0,"Major Cities of Australia"
30304106704,5,42,0,"Major Cities of Australia"
30304106705,6,52,0,"Major Cities of Australia"
30304106706,1,10,0,"Major Cities of Australia"
30304106707,6,54,0,"Major Cities of Australia"
30304106708,5,46,0,"Major Cities of Australia"
30304106709,2,16,0,"Major Cities of Australia"
30304106710,3,29,0,"Major Cities of Australia"
30304106711,NA,NA,0,"Major Cities of Australia"
30304106712,3,26,0,"Major Cities of Australia"
30304106713,5,47,0,"Major Cities of Australia"
30304106714,1,3,0,"Major Cities of Australia"
30304106801,9,87,0,"Major Cities of Australia"
30304106802,9,89,0,"Major Cities of Australia"
30304106803,7,69,0,"Major Cities of Australia"
30304106804,4,31,0,"Major Cities of Australia"
30304106805,4,33,0,"Major Cities of Australia"
30304106806,NA,NA,0,"Major Cities of Australia"
30304106807,2,13,0,"Major Cities of Australia"
30304106808,4,31,0,"Major Cities of Australia"
30304106809,4,31,0,"Major Cities of Australia"
30304106810,9,85,0,"Major Cities of Australia"
30304106811,3,22,0,"Major Cities of Australia"
30304106812,2,20,0,"Major Cities of Australia"
30304106813,6,54,0,"Major Cities of Australia"
30304106814,9,81,0,"Major Cities of Australia"
30304106815,9,83,0,"Major Cities of Australia"
30304106816,9,86,0,"Major Cities of Australia"
30304106817,9,81,0,"Major Cities of Australia"
30304106818,9,84,0,"Major Cities of Australia"
30304106819,8,73,0,"Major Cities of Australia"
30304106820,4,35,0,"Major Cities of Australia"
30304106821,9,86,0,"Major Cities of Australia"
30304106822,4,33,0,"Major Cities of Australia"
30304106901,6,51,0,"Major Cities of Australia"
30304106902,4,40,0,"Major Cities of Australia"
30304106903,2,15,0,"Major Cities of Australia"
30304106904,4,32,0,"Major Cities of Australia"
30304106905,3,25,0,"Major Cities of Australia"
30304106906,6,57,0,"Major Cities of Australia"
30304106907,4,35,0,"Major Cities of Australia"
30304106908,8,71,0,"Major Cities of Australia"
30304106909,8,73,0,"Major Cities of Australia"
30304106910,7,70,0,"Major Cities of Australia"
30304106911,7,61,0,"Major Cities of Australia"
30304106912,5,50,0,"Major Cities of Australia"
30304106913,6,55,0,"Major Cities of Australia"
30304107001,7,62,0,"Major Cities of Australia"
30304107002,4,37,0,"Major Cities of Australia"
30304107003,7,67,0,"Major Cities of Australia"
30304107004,8,72,0,"Major Cities of Australia"
30304107005,8,76,0,"Major Cities of Australia"
30304107006,NA,NA,0,"Major Cities of Australia"
30304107007,7,70,0,"Major Cities of Australia"
30304107008,NA,NA,0,"Major Cities of Australia"
30304107009,7,65,0,"Major Cities of Australia"
30304107010,6,56,0,"Major Cities of Australia"
30304107011,3,26,0,"Major Cities of Australia"
30304107012,5,43,0,"Major Cities of Australia"
30304107013,7,61,0,"Major Cities of Australia"
30304107014,5,45,0,"Major Cities of Australia"
30304107015,8,77,0,"Major Cities of Australia"
30304107016,6,55,0,"Major Cities of Australia"
30304107017,4,39,0,"Major Cities of Australia"
30304107018,6,57,0,"Major Cities of Australia"
30304107019,4,37,0,"Major Cities of Australia"
30304107101,10,98,0,"Major Cities of Australia"
30304107102,10,98,0,"Major Cities of Australia"
30304107103,8,76,0,"Major Cities of Australia"
30304107104,9,88,0,"Major Cities of Australia"
30304107105,9,82,0,"Major Cities of Australia"
30304107106,9,84,0,"Major Cities of Australia"
30304107107,10,94,0,"Major Cities of Australia"
30304107108,9,85,0,"Major Cities of Australia"
30304107109,9,82,0,"Major Cities of Australia"
30304107109,9,82,0,"Major Cities of Australia"
30304107110,10,92,0,"Major Cities of Australia"
30304107111,10,92,0,"Major Cities of Australia"
30304107112,9,89,0,"Major Cities of Australia"
30304107113,9,81,0,"Major Cities of Australia"
30304107114,9,86,0,"Major Cities of Australia"
30304107115,7,64,0,"Major Cities of Australia"
30304107116,8,76,0,"Major Cities of Australia"
30304107117,9,88,0,"Major Cities of Australia"
30304107118,7,62,0,"Major Cities of Australia"
30304107119,8,80,0,"Major Cities of Australia"
30304107120,9,82,0,"Major Cities of Australia"
30304107121,9,85,0,"Major Cities of Australia"
30304107122,10,97,0,"Major Cities of Australia"
30305107201,6,53,0,"Major Cities of Australia"
30305107202,7,61,0,"Major Cities of Australia"
30305107203,6,58,0,"Major Cities of Australia"
30305107204,5,44,0,"Major Cities of Australia"
30305107205,7,61,0,"Major Cities of Australia"
30305107206,7,61,0,"Major Cities of Australia"
30305107207,7,67,0,"Major Cities of Australia"
30305107208,6,57,0,"Major Cities of Australia"
30305107209,5,46,0,"Major Cities of Australia"
30305107210,3,24,0,"Major Cities of Australia"
30305107211,5,46,0,"Major Cities of Australia"
30305107212,5,49,0,"Major Cities of Australia"
30305107213,9,81,0,"Major Cities of Australia"
30305107214,7,69,0,"Major Cities of Australia"
30305107215,7,70,0,"Major Cities of Australia"
30305107216,8,80,0,"Major Cities of Australia"
30305107301,NA,NA,0,"Major Cities of Australia"
30305107302,8,71,0,"Major Cities of Australia"
30305107303,8,80,0,"Major Cities of Australia"
30305107304,10,96,0,"Major Cities of Australia"
30305107305,7,69,0,"Major Cities of Australia"
30305107306,8,78,0,"Major Cities of Australia"
30305107307,9,83,0,"Major Cities of Australia"
30305107308,8,73,0,"Major Cities of Australia"
30305107309,6,59,0,"Major Cities of Australia"
30305107310,7,70,0,"Major Cities of Australia"
30305107311,7,65,0,"Major Cities of Australia"
30305107312,5,49,0,"Major Cities of Australia"
30305107313,8,74,0,"Major Cities of Australia"
30305107314,NA,NA,0,"Major Cities of Australia"
30305107315,8,75,0,"Major Cities of Australia"
30305107316,8,72,0,"Major Cities of Australia"
30305107317,10,93,0,"Major Cities of Australia"
30305107318,9,89,0,"Major Cities of Australia"
30305107319,9,85,0,"Major Cities of Australia"
30305107320,9,87,0,"Major Cities of Australia"
30305107321,8,73,0,"Major Cities of Australia"
30305107322,6,52,0,"Major Cities of Australia"
30305107323,7,65,0,"Major Cities of Australia"
30305107324,7,66,0,"Major Cities of Australia"
30305107325,7,70,0,"Major Cities of Australia"
30305107326,7,66,0,"Major Cities of Australia"
30305107327,9,81,0,"Major Cities of Australia"
30305107328,8,71,0,"Major Cities of Australia"
30305107329,9,87,0,"Major Cities of Australia"
30305107330,9,85,0,"Major Cities of Australia"
30305107331,9,85,0,"Major Cities of Australia"
30305107332,9,87,0,"Major Cities of Australia"
30305107333,9,88,0,"Major Cities of Australia"
30305107334,6,58,0,"Major Cities of Australia"
30305107335,6,54,0,"Major Cities of Australia"
30305107336,6,54,0,"Major Cities of Australia"
30305107336,6,54,0,"Major Cities of Australia"
30305107337,7,65,0,"Major Cities of Australia"
30305107401,NA,NA,0,"Major Cities of Australia"
30305107402,8,73,0,"Major Cities of Australia"
30305107403,9,81,0,"Major Cities of Australia"
30305107404,3,26,0,"Major Cities of Australia"
30305107405,4,36,0,"Major Cities of Australia"
30305107405,4,36,0,"Major Cities of Australia"
30305107406,10,91,0,"Major Cities of Australia"
30305107407,5,45,0,"Major Cities of Australia"
30305107408,NA,NA,0,"Major Cities of Australia"
30305107501,8,80,0,"Major Cities of Australia"
30305107502,10,93,0,"Major Cities of Australia"
30305107503,10,94,0,"Major Cities of Australia"
30305107504,8,78,0,"Major Cities of Australia"
30305107505,9,89,0,"Major Cities of Australia"
30305107506,9,84,0,"Major Cities of Australia"
30305107507,9,83,0,"Major Cities of Australia"
30305107508,5,50,0,"Major Cities of Australia"
30305107509,10,94,0,"Major Cities of Australia"
30305107510,9,90,0,"Major Cities of Australia"
30305107511,10,95,0,"Major Cities of Australia"
30305107512,8,76,0,"Major Cities of Australia"
30305107513,10,91,0,"Major Cities of Australia"
30305107514,NA,NA,0,"Major Cities of Australia"
30305107515,10,94,0,"Major Cities of Australia"
30305107516,8,77,0,"Major Cities of Australia"
30305107517,7,70,0,"Major Cities of Australia"
30305107518,9,83,0,"Major Cities of Australia"
30305107519,9,86,0,"Major Cities of Australia"
30305107520,5,50,0,"Major Cities of Australia"
30305107521,8,78,0,"Major Cities of Australia"
30305107522,7,67,0,"Major Cities of Australia"
30305107523,10,91,0,"Major Cities of Australia"
30305107524,9,90,0,"Major Cities of Australia"
30305107525,9,82,0,"Major Cities of Australia"
30305107526,9,81,0,"Major Cities of Australia"
30305107527,9,90,0,"Major Cities of Australia"
30305107528,3,29,0,"Major Cities of Australia"
30305107529,9,82,0,"Major Cities of Australia"
30305107530,9,86,0,"Major Cities of Australia"
30305107531,9,90,0,"Major Cities of Australia"
30305107532,9,83,0,"Major Cities of Australia"
30305107601,4,40,0,"Major Cities of Australia"
30305107602,NA,NA,0,"Major Cities of Australia"
30305107603,5,45,0,"Major Cities of Australia"
30305107604,1,2,0,"Major Cities of Australia"
30305107605,NA,NA,0,"Major Cities of Australia"
30305107606,1,1,0,"Major Cities of Australia"
30305107607,1,5,0,"Major Cities of Australia"
30305107608,2,14,0,"Major Cities of Australia"
30305107609,2,16,0,"Major Cities of Australia"
30305107610,3,21,0,"Major Cities of Australia"
30305107611,2,15,0,"Major Cities of Australia"
30305107612,1,3,0,"Major Cities of Australia"
30305107613,1,6,0,"Major Cities of Australia"
30305107614,1,10,0,"Major Cities of Australia"
30305107615,4,31,0,"Major Cities of Australia"
30305107616,1,3,0,"Major Cities of Australia"
30305107617,2,15,0,"Major Cities of Australia"
30305107618,5,49,0,"Major Cities of Australia"
30305107619,1,6,0,"Major Cities of Australia"
30305107620,2,17,0,"Major Cities of Australia"
30305107621,1,5,0,"Major Cities of Australia"
30305107622,3,30,0,"Major Cities of Australia"
30305107623,2,13,0,"Major Cities of Australia"
30305107624,5,42,0,"Major Cities of Australia"
30305107625,NA,NA,0,"Major Cities of Australia"
30305107626,2,16,0,"Major Cities of Australia"
30305107627,3,23,0,"Major Cities of Australia"
30305107628,3,28,0,"Major Cities of Australia"
30305107629,3,22,0,"Major Cities of Australia"
30305107630,NA,NA,0,"Major Cities of Australia"
30305107631,NA,NA,0,"Major Cities of Australia"
30305107632,NA,NA,0,"Major Cities of Australia"
30306107701,10,92,0,"Major Cities of Australia"
30306107702,10,91,0,"Major Cities of Australia"
30306107703,8,80,0,"Major Cities of Australia"
30306107704,9,81,0,"Major Cities of Australia"
30306107705,6,52,0,"Major Cities of Australia"
30306107706,5,43,0,"Major Cities of Australia"
30306107707,9,88,0,"Major Cities of Australia"
30306107708,8,72,0,"Major Cities of Australia"
30306107709,4,36,0,"Major Cities of Australia"
30306107710,5,49,0,"Major Cities of Australia"
30306107711,3,24,0,"Major Cities of Australia"
30306107712,3,27,0,"Major Cities of Australia"
30306107713,6,59,0,"Major Cities of Australia"
30306107714,4,37,0,"Major Cities of Australia"
30306107715,10,91,0,"Major Cities of Australia"
30306107716,7,69,0,"Major Cities of Australia"
30306107717,9,88,0,"Major Cities of Australia"
30306107801,3,26,0,"Major Cities of Australia"
30306107802,6,55,0,"Major Cities of Australia"
30306107803,7,63,0,"Major Cities of Australia"
30306107804,6,56,0,"Major Cities of Australia"
30306107805,5,45,0,"Major Cities of Australia"
30306107806,7,65,0,"Major Cities of Australia"
30306107807,4,39,0,"Major Cities of Australia"
30306107808,6,60,0,"Major Cities of Australia"
30306107809,6,56,0,"Major Cities of Australia"
30306107810,3,23,0,"Major Cities of Australia"
30306107811,8,78,0,"Major Cities of Australia"
30306107812,5,44,0,"Major Cities of Australia"
30306107813,5,41,0,"Major Cities of Australia"
30306107814,6,52,0,"Major Cities of Australia"
30306107815,4,33,0,"Major Cities of Australia"
30306107816,4,38,0,"Major Cities of Australia"
30306107817,5,47,0,"Major Cities of Australia"
30306107818,3,30,0,"Major Cities of Australia"
30306107819,7,66,0,"Major Cities of Australia"
30306107820,7,70,0,"Major Cities of Australia"
30306107821,9,86,0,"Major Cities of Australia"
30306107822,8,74,0,"Major Cities of Australia"
30306107823,8,76,0,"Major Cities of Australia"
30306107824,4,31,0,"Major Cities of Australia"
30306107825,4,40,0,"Major Cities of Australia"
30306107826,3,23,0,"Major Cities of Australia"
30306107827,4,39,0,"Major Cities of Australia"
30306107828,4,36,0,"Major Cities of Australia"
30306107829,8,78,0,"Major Cities of Australia"
30306107830,8,74,0,"Major Cities of Australia"
30306107831,7,69,0,"Major Cities of Australia"
30306107832,6,57,0,"Major Cities of Australia"
30306107901,4,40,0,"Major Cities of Australia"
30306107902,5,42,0,"Major Cities of Australia"
30306107903,4,35,0,"Major Cities of Australia"
30306107904,4,31,0,"Major Cities of Australia"
30306107905,4,32,0,"Major Cities of Australia"
30306107906,7,63,0,"Major Cities of Australia"
30306107907,5,47,0,"Major Cities of Australia"
30306107908,6,59,0,"Major Cities of Australia"
30306107909,5,41,0,"Major Cities of Australia"
30306107910,2,16,0,"Major Cities of Australia"
30306107911,2,18,0,"Major Cities of Australia"
30306107912,5,41,0,"Major Cities of Australia"
30306107913,6,53,0,"Major Cities of Australia"
30306107914,9,83,0,"Major Cities of Australia"
30306107915,5,41,0,"Major Cities of Australia"
30306107916,4,32,0,"Major Cities of Australia"
30306107917,5,43,0,"Major Cities of Australia"
30306107918,4,35,0,"Major Cities of Australia"
30306107919,7,67,0,"Major Cities of Australia"
30306107920,7,68,0,"Major Cities of Australia"
30306108001,9,82,0,"Major Cities of Australia"
30306108002,8,76,0,"Major Cities of Australia"
30306108003,9,89,0,"Major Cities of Australia"
30306108004,9,83,0,"Major Cities of Australia"
30306108005,5,50,0,"Major Cities of Australia"
30306108006,3,25,0,"Major Cities of Australia"
30306108007,4,39,0,"Major Cities of Australia"
30306108008,8,80,0,"Major Cities of Australia"
30306108009,1,6,0,"Major Cities of Australia"
30306108010,5,49,0,"Major Cities of Australia"
30306108011,5,44,0,"Major Cities of Australia"
30306108012,6,60,0,"Major Cities of Australia"
30306108013,7,61,0,"Major Cities of Australia"
30306108014,8,74,0,"Major Cities of Australia"
30306108015,2,19,0,"Major Cities of Australia"
30306108016,5,47,0,"Major Cities of Australia"
30306108017,9,88,0,"Major Cities of Australia"
30306108018,7,61,0,"Major Cities of Australia"
30306108019,7,68,0,"Major Cities of Australia"
30306108020,7,68,0,"Major Cities of Australia"
30306108021,6,59,0,"Major Cities of Australia"
30306108022,8,72,0,"Major Cities of Australia"
30306108023,3,25,0,"Major Cities of Australia"
30306108024,1,8,0,"Major Cities of Australia"
30306108025,7,63,0,"Major Cities of Australia"
30306108026,6,53,0,"Major Cities of Australia"
30306108027,5,48,0,"Major Cities of Australia"
30306108028,5,44,0,"Major Cities of Australia"
30306108029,6,53,0,"Major Cities of Australia"
30306108030,7,62,0,"Major Cities of Australia"
30306108031,6,55,0,"Major Cities of Australia"
30306108032,3,22,0,"Major Cities of Australia"
30306108033,9,83,0,"Major Cities of Australia"
30306108034,7,61,0,"Major Cities of Australia"
30306108035,7,62,0,"Major Cities of Australia"
30306108036,7,64,0,"Major Cities of Australia"
30306108037,5,44,0,"Major Cities of Australia"
30306108038,5,44,0,"Major Cities of Australia"
30306108039,7,61,0,"Major Cities of Australia"
30401108101,9,81,0,"Major Cities of Australia"
30401108102,10,93,0,"Major Cities of Australia"
30401108103,8,74,0,"Major Cities of Australia"
30401108104,10,95,0,"Major Cities of Australia"
30401108105,8,74,0,"Major Cities of Australia"
30401108106,10,98,0,"Major Cities of Australia"
30401108107,10,99,0,"Major Cities of Australia"
30401108107,10,99,0,"Major Cities of Australia"
30401108108,10,100,0,"Major Cities of Australia"
30401108109,9,83,0,"Major Cities of Australia"
30401108110,NA,NA,0,"Major Cities of Australia"
30401108111,NA,NA,0,"Major Cities of Australia"
30401108112,10,91,0,"Major Cities of Australia"
30401108112,10,91,0,"Major Cities of Australia"
30401108113,6,54,0,"Major Cities of Australia"
30401108114,7,68,0,"Major Cities of Australia"
30401108115,9,86,0,"Major Cities of Australia"
30401108116,10,92,0,"Major Cities of Australia"
30401108117,8,76,0,"Major Cities of Australia"
30401108118,10,94,0,"Major Cities of Australia"
30401108119,9,86,0,"Major Cities of Australia"
30401108120,8,77,0,"Major Cities of Australia"
30401108201,9,89,0,"Major Cities of Australia"
30401108202,9,83,0,"Major Cities of Australia"
30401108203,8,77,0,"Major Cities of Australia"
30401108204,8,71,0,"Major Cities of Australia"
30401108205,7,64,0,"Major Cities of Australia"
30401108206,10,95,0,"Major Cities of Australia"
30401108207,10,93,0,"Major Cities of Australia"
30401108207,10,93,0,"Major Cities of Australia"
30401108208,10,98,0,"Major Cities of Australia"
30401108209,9,84,0,"Major Cities of Australia"
30401108210,10,94,0,"Major Cities of Australia"
30401108211,10,92,0,"Major Cities of Australia"
30401108212,9,82,0,"Major Cities of Australia"
30401108213,9,83,0,"Major Cities of Australia"
30401108214,10,93,0,"Major Cities of Australia"
30401108215,9,85,0,"Major Cities of Australia"
30401108216,8,75,0,"Major Cities of Australia"
30401108217,5,50,0,"Major Cities of Australia"
30401108218,7,66,0,"Major Cities of Australia"
30401108219,8,71,0,"Major Cities of Australia"
30401108220,8,74,0,"Major Cities of Australia"
30401108301,NA,NA,0,"Major Cities of Australia"
30401108302,8,78,0,"Major Cities of Australia"
30401108303,8,79,0,"Major Cities of Australia"
30401108304,7,68,0,"Major Cities of Australia"
30401108305,9,84,0,"Major Cities of Australia"
30401108306,7,65,0,"Major Cities of Australia"
30401108307,7,65,0,"Major Cities of Australia"
30401108308,8,80,0,"Major Cities of Australia"
30401108309,9,84,0,"Major Cities of Australia"
30401108310,9,82,0,"Major Cities of Australia"
30401108311,10,97,0,"Major Cities of Australia"
30401108401,9,87,0,"Major Cities of Australia"
30401108402,9,87,0,"Major Cities of Australia"
30401108403,10,100,0,"Major Cities of Australia"
30401108404,10,100,0,"Major Cities of Australia"
30401108405,NA,NA,0,"Major Cities of Australia"
30401108406,NA,NA,0,"Major Cities of Australia"
30401108407,10,92,0,"Major Cities of Australia"
30401108408,10,95,0,"Major Cities of Australia"
30401108409,3,21,0,"Major Cities of Australia"
30401108410,10,94,0,"Major Cities of Australia"
30401108411,9,83,0,"Major Cities of Australia"
30401108412,10,100,0,"Major Cities of Australia"
30401108413,10,95,0,"Major Cities of Australia"
30401108414,10,95,0,"Major Cities of Australia"
30401108415,10,96,0,"Major Cities of Australia"
30401108416,10,91,0,"Major Cities of Australia"
30401108417,10,92,0,"Major Cities of Australia"
30401108418,10,96,0,"Major Cities of Australia"
30401108419,10,94,0,"Major Cities of Australia"
30401108420,NA,NA,0,"Major Cities of Australia"
30401108421,7,69,0,"Major Cities of Australia"
30401108422,10,99,0,"Major Cities of Australia"
30401108423,10,100,0,"Major Cities of Australia"
30401108424,10,91,0,"Major Cities of Australia"
30401108425,9,85,0,"Major Cities of Australia"
30401108501,10,97,0,"Major Cities of Australia"
30401108502,9,85,0,"Major Cities of Australia"
30401108503,10,93,0,"Major Cities of Australia"
30401108504,10,99,0,"Major Cities of Australia"
30401108505,10,96,0,"Major Cities of Australia"
30401108506,10,97,0,"Major Cities of Australia"
30401108507,10,96,0,"Major Cities of Australia"
30401108508,10,99,0,"Major Cities of Australia"
30401108509,10,91,0,"Major Cities of Australia"
30401108510,10,95,0,"Major Cities of Australia"
30401108511,10,93,0,"Major Cities of Australia"
30402108601,10,93,0,"Major Cities of Australia"
30402108602,10,99,0,"Major Cities of Australia"
30402108603,9,85,0,"Major Cities of Australia"
30402108604,9,90,0,"Major Cities of Australia"
30402108605,10,92,0,"Major Cities of Australia"
30402108606,9,89,0,"Major Cities of Australia"
30402108606,9,89,0,"Major Cities of Australia"
30402108607,9,88,0,"Major Cities of Australia"
30402108608,10,99,0,"Major Cities of Australia"
30402108609,10,94,0,"Major Cities of Australia"
30402108610,10,99,0,"Major Cities of Australia"
30402108611,10,99,0,"Major Cities of Australia"
30402108612,9,84,0,"Major Cities of Australia"
30402108613,10,97,0,"Major Cities of Australia"
30402108614,10,97,0,"Major Cities of Australia"
30402108614,10,97,0,"Major Cities of Australia"
30402108615,10,92,0,"Major Cities of Australia"
30402108615,10,92,0,"Major Cities of Australia"
30402108616,10,96,0,"Major Cities of Australia"
30402108617,7,67,0,"Major Cities of Australia"
30402108701,8,80,0,"Major Cities of Australia"
30402108702,10,96,0,"Major Cities of Australia"
30402108703,10,100,0,"Major Cities of Australia"
30402108704,10,99,0,"Major Cities of Australia"
30402108705,10,94,0,"Major Cities of Australia"
30402108706,7,67,0,"Major Cities of Australia"
30402108707,10,95,1,"Inner Regional Australia"
30402108708,10,100,0,"Major Cities of Australia"
30402108709,10,100,0,"Major Cities of Australia"
30402108710,10,100,0,"Major Cities of Australia"
30402108711,10,100,0,"Major Cities of Australia"
30402108711,10,100,0,"Major Cities of Australia"
30402108712,8,71,0,"Major Cities of Australia"
30402108713,10,98,0,"Major Cities of Australia"
30402108714,10,100,0,"Major Cities of Australia"
30402108715,10,97,0,"Major Cities of Australia"
30402108716,10,99,0,"Major Cities of Australia"
30402108717,10,100,0,"Major Cities of Australia"
30402108718,10,100,0,"Major Cities of Australia"
30402108719,7,67,0,"Major Cities of Australia"
30402108720,10,98,0,"Major Cities of Australia"
30402108801,10,97,0,"Major Cities of Australia"
30402108802,10,100,0,"Major Cities of Australia"
30402108803,10,96,0,"Major Cities of Australia"
30402108804,10,100,0,"Major Cities of Australia"
30402108805,10,98,0,"Major Cities of Australia"
30402108806,10,100,0,"Major Cities of Australia"
30402108807,10,99,0,"Major Cities of Australia"
30402108807,10,99,0,"Major Cities of Australia"
30402108808,9,89,0,"Major Cities of Australia"
30402108809,10,93,0,"Major Cities of Australia"
30402108810,10,98,0,"Major Cities of Australia"
30402108811,10,99,0,"Major Cities of Australia"
30402108812,10,98,0,"Major Cities of Australia"
30402108813,10,91,0,"Major Cities of Australia"
30402108814,10,91,0,"Major Cities of Australia"
30402108815,10,94,0,"Major Cities of Australia"
30402108816,10,100,0,"Major Cities of Australia"
30402108817,10,100,0,"Major Cities of Australia"
30402108818,10,100,0,"Major Cities of Australia"
30402108819,10,100,0,"Major Cities of Australia"
30402108820,10,96,0,"Major Cities of Australia"
30402108821,10,100,0,"Major Cities of Australia"
30402108822,10,97,0,"Major Cities of Australia"
30402108823,10,96,0,"Major Cities of Australia"
30402108824,10,98,0,"Major Cities of Australia"
30402108901,10,95,0,"Major Cities of Australia"
30402108902,10,99,0,"Major Cities of Australia"
30402108903,10,99,0,"Major Cities of Australia"
30402108903,10,99,0,"Major Cities of Australia"
30402108904,10,98,0,"Major Cities of Australia"
30402108905,10,100,0,"Major Cities of Australia"
30402108906,10,97,0,"Major Cities of Australia"
30402108907,10,98,0,"Major Cities of Australia"
30402108908,10,97,0,"Major Cities of Australia"
30402109001,10,92,0,"Major Cities of Australia"
30402109002,10,91,0,"Major Cities of Australia"
30402109003,9,85,0,"Major Cities of Australia"
30402109004,10,91,0,"Major Cities of Australia"
30402109005,9,88,0,"Major Cities of Australia"
30402109006,10,95,0,"Major Cities of Australia"
30402109007,9,90,0,"Major Cities of Australia"
30402109008,10,100,0,"Major Cities of Australia"
30402109009,6,55,0,"Major Cities of Australia"
30402109010,10,94,0,"Major Cities of Australia"
30402109011,9,89,0,"Major Cities of Australia"
30402109012,9,89,0,"Major Cities of Australia"
30402109013,9,87,0,"Major Cities of Australia"
30402109014,10,94,0,"Major Cities of Australia"
30402109015,10,100,0,"Major Cities of Australia"
30402109016,10,99,0,"Major Cities of Australia"
30402109017,10,93,0,"Major Cities of Australia"
30402109018,10,97,0,"Major Cities of Australia"
30402109019,10,93,0,"Major Cities of Australia"
30402109101,4,32,0,"Major Cities of Australia"
30402109101,4,32,0,"Major Cities of Australia"
30402109102,10,94,0,"Major Cities of Australia"
30402109103,10,98,0,"Major Cities of Australia"
30402109104,10,98,0,"Major Cities of Australia"
30402109104,10,98,0,"Major Cities of Australia"
30402109105,10,100,0,"Major Cities of Australia"
30402109106,10,100,0,"Major Cities of Australia"
30402109107,10,100,0,"Major Cities of Australia"
30402109108,10,100,0,"Major Cities of Australia"
30402109109,10,96,0,"Major Cities of Australia"
30402109110,10,100,0,"Major Cities of Australia"
30402109111,10,94,0,"Major Cities of Australia"
30402109112,10,98,0,"Major Cities of Australia"
30403109201,10,94,0,"Major Cities of Australia"
30403109202,9,85,0,"Major Cities of Australia"
30403109203,10,97,0,"Major Cities of Australia"
30403109203,10,97,0,"Major Cities of Australia"
30403109204,10,94,0,"Major Cities of Australia"
30403109205,10,97,0,"Major Cities of Australia"
30403109205,10,97,0,"Major Cities of Australia"
30403109206,9,90,0,"Major Cities of Australia"
30403109207,10,93,0,"Major Cities of Australia"
30403109208,10,98,0,"Major Cities of Australia"
30403109209,10,93,0,"Major Cities of Australia"
30403109210,10,100,0,"Major Cities of Australia"
30403109211,10,100,0,"Major Cities of Australia"
30403109211,10,100,0,"Major Cities of Australia"
30403109212,10,95,0,"Major Cities of Australia"
30403109213,10,97,0,"Major Cities of Australia"
30403109214,9,87,0,"Major Cities of Australia"
30403109215,9,90,0,"Major Cities of Australia"
30403109216,10,95,0,"Major Cities of Australia"
30403109301,3,26,0,"Major Cities of Australia"
30403109302,10,99,0,"Major Cities of Australia"
30403109303,6,53,0,"Major Cities of Australia"
30403109304,NA,NA,0,"Major Cities of Australia"
30403109305,10,93,0,"Major Cities of Australia"
30403109306,8,77,0,"Major Cities of Australia"
30403109307,10,98,0,"Major Cities of Australia"
30403109308,6,59,0,"Major Cities of Australia"
30403109309,10,91,0,"Major Cities of Australia"
30403109310,7,69,0,"Major Cities of Australia"
30403109311,5,48,0,"Major Cities of Australia"
30403109312,9,82,0,"Major Cities of Australia"
30403109401,6,52,0,"Major Cities of Australia"
30403109402,10,97,0,"Major Cities of Australia"
30403109403,10,100,0,"Major Cities of Australia"
30403109404,10,100,0,"Major Cities of Australia"
30403109405,NA,NA,0,"Major Cities of Australia"
30403109406,10,98,0,"Major Cities of Australia"
30403109407,9,90,0,"Major Cities of Australia"
30403109408,9,87,0,"Major Cities of Australia"
30403109409,5,45,0,"Major Cities of Australia"
30403109410,8,73,0,"Major Cities of Australia"
30403109411,7,61,0,"Major Cities of Australia"
30403109412,9,84,0,"Major Cities of Australia"
